created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,date,hour,day,month,dayofweek
2026-04-07 15:53:54+00:00,201,0.29411764705882604,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:54:15+00:00,202,0.29411764705882604,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:54:40+00:00,203,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:55:01+00:00,204,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:55:22+00:00,205,0.29411764705882604,0.7168949771689501,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:55:44+00:00,206,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:56:05+00:00,207,0.352941176470587,0.7260273972602738,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:56:28+00:00,208,0.29411764705882604,0.7260273972602738,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:56:49+00:00,209,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:57:11+00:00,210,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:57:32+00:00,211,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:57:54+00:00,212,0.29411764705882604,0.7260273972602738,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:58:15+00:00,213,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:58:37+00:00,214,0.352941176470587,0.7214611872146119,0.0,0.0,0.37690913761032707,0.3421052631578938,0.6470588235294095,0.29999999999999716,2026-04-07,15,7,4,1
2026-04-07 15:58:57+00:00,215,0.352941176470587,0.730593607305936,0.0,0.0,0.660940547528388,0.7105263157894726,0.352941176470587,0.5999999999999943,2026-04-07,15,7,4,1
2026-04-07 15:59:19+00:00,216,0.352941176470587,0.7260273972602738,0.0,0.0,0.6545459420858464,0.7039473684210513,0.352941176470587,0.5999999999999943,2026-04-07,15,7,4,1
2026-04-07 15:59:40+00:00,217,0.4117647058823515,0.7260273972602738,0.0,0.0,0.7008352080116742,0.7368421052631575,0.4117647058823515,0.5999999999999943,2026-04-07,15,7,4,1
2026-04-07 16:00:02+00:00,218,0.352941176470587,0.7214611872146119,0.0,0.0,0.6481612157512497,0.6973684210526319,0.4117647058823515,0.5999999999999943,2026-04-07,16,7,4,1
2026-04-07 16:00:23+00:00,219,0.352941176470587,0.7214611872146119,0.0,0.0,0.6481612157512497,0.6973684210526319,0.4117647058823515,0.5999999999999943,2026-04-07,16,7,4,1
2026-04-07 16:00:44+00:00,220,0.4117647058823515,0.7214611872146119,0.0,0.0,0.694351690597629,0.7302631578947363,0.4117647058823515,0.5999999999999943,2026-04-07,16,7,4,1
2026-04-07 16:01:05+00:00,221,0.352941176470587,0.7168949771689501,0.0,0.0,0.6417891911268674,0.6907894736842106,0.4117647058823515,0.5999999999999943,2026-04-07,16,7,4,1
