name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,severerisk,soilmoisture04,soilmoisture10,windspeed50,conditions,description,icon,stations,source,windspeed,uvindex,soilmoisture01
india,2020-07-18,95.0,86.0,89.8,120.5,101.9,108.8,80.9,75.8,0.0,0,0.0,,68.2,1.6,206.8,17.9,,,3.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,7.0,1.1
india,2020-07-19,92.8,79.2,86.7,116.2,79.2,102.2,80.4,82.4,2.539,100,12.5,rain,64.0,1.8,148.8,12.9,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,4.0,1.2
india,2020-07-20,90.0,78.8,83.2,104.9,78.8,90.2,76.2,80.1,0.017,100,8.33,rain,65.4,2.1,176.4,15.3,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,7.0,1.3
india,2020-07-21,88.4,75.9,80.0,100.0,75.9,83.3,76.5,89.9,1.077,100,12.5,rain,74.5,1.5,171.4,14.9,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,8.0,1.4
india,2020-07-22,82.4,76.5,79.2,89.5,76.5,81.6,77.1,93.3,2.982,100,12.5,rain,71.5,1.6,127.1,11.1,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,5.0,1.5
india,2020-07-23,93.1,76.7,84.6,107.7,76.7,92.3,76.7,79.0,0.0,0,0.0,,49.5,2.1,262.2,22.8,,,3.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,8.0,1.4
india,2020-07-24,94.7,78.8,86.0,114.0,78.8,98.7,78.9,80.3,0.159,100,12.5,rain,55.6,1.5,240.6,20.8,,,3.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,7.5,7.0,1.4
india,2020-07-25,94.9,79.0,86.5,119.2,79.0,102.0,80.6,83.4,0.0,0,0.0,,59.4,1.7,225.4,19.6,,,3.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,1.3
india,2020-07-26,96.3,82.2,88.9,117.4,93.1,105.6,80.2,76.8,0.02,100,4.17,rain,42.2,2.0,215.0,18.6,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.8,7.0,1.3
india,2020-07-27,98.2,84.2,91.0,120.4,98.2,109.7,80.5,72.6,0.0,0,0.0,,49.9,2.4,228.7,19.7,,,3.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.5,8.0,1.3
india,2020-07-28,98.3,84.2,91.7,123.9,99.4,112.8,81.7,73.7,0.0,0,0.0,,39.7,2.4,249.1,21.6,,,3.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.3,8.0,1.2
india,2020-07-29,96.9,78.8,86.3,120.2,78.8,100.0,79.3,80.4,0.376,100,8.33,rain,69.8,2.0,207.6,18.1,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,7.0,1.2
india,2020-07-30,87.8,78.8,83.7,99.8,78.8,92.0,76.7,80.0,0.0,0,0.0,,57.9,2.2,194.7,16.8,,,3.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.2,7.0,1.2
india,2020-07-31,92.9,80.9,86.6,116.7,89.4,101.9,80.2,81.8,0.059,100,8.33,rain,65.0,1.7,224.8,19.4,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,5.8,8.0,1.3
india,2020-08-01,96.3,82.1,85.8,117.1,92.9,100.5,80.2,84.0,0.27,100,4.17,rain,84.5,1.2,171.1,14.8,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,9.2,7.0,1.2
india,2020-08-02,98.1,80.7,88.6,123.2,88.3,104.9,80.2,77.6,0.054,100,4.17,rain,49.6,2.1,244.8,21.1,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,11.4,9.0,1.2
india,2020-08-03,98.2,83.7,90.1,123.4,95.7,108.9,80.8,74.8,0.02,100,16.67,rain,48.0,2.1,227.9,19.8,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,11.4,8.0,1.1
india,2020-08-04,96.9,83.0,89.8,118.0,96.4,108.0,80.7,75.5,0.044,100,25.0,rain,42.7,1.3,232.1,19.9,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,42139099999,42181099999,VIDD,remote",obs,7.0,8.0,1.1
india,2020-08-05,93.1,84.4,88.0,115.3,98.6,107.5,81.9,82.6,0.517,100,8.33,rain,55.4,1.2,169.0,14.7,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,12.5,7.0,1.1
india,2020-08-06,98.4,83.2,89.9,117.6,94.2,105.7,79.2,71.9,0.032,100,8.33,rain,70.4,2.0,250.3,21.5,,,3.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,18.6,9.0,1.1
india,2020-08-07,96.2,82.4,88.9,120.2,89.5,104.8,79.1,73.4,0.007,100,4.17,rain,63.2,2.0,234.1,20.3,,,3.6,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,16.3,7.0,1.1
india,2020-08-08,98.5,84.2,90.7,120.3,96.1,109.4,80.6,73.7,0.003,100,4.17,rain,50.1,1.9,245.8,21.2,,,3.6,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,8.0,1.0
india,2020-08-09,94.7,80.6,86.1,120.0,89.3,102.5,81.0,85.2,0.108,100,16.67,rain,66.3,1.7,130.3,11.2,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,5.0,1.2
india,2020-08-10,93.2,82.4,87.6,117.4,94.1,105.5,81.1,81.7,0.017,100,4.17,rain,65.9,1.8,102.8,8.8,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,4.0,1.5
india,2020-08-11,97.8,82.4,87.6,118.8,94.1,105.3,81.3,82.3,0.306,100,4.17,rain,68.7,1.6,173.3,14.7,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,6.0,1.4
india,2020-08-12,96.5,77.0,88.0,117.1,77.0,103.1,79.7,77.7,0.497,100,8.33,rain,71.1,1.9,134.9,11.6,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,13.9,6.0,1.5
india,2020-08-13,83.9,77.3,80.5,97.7,77.3,87.3,79.4,96.4,2.886,100,20.83,rain,85.6,1.2,61.0,5.4,,,3.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,12.8,3.0,1.7
india,2020-08-14,89.3,78.8,84.1,107.7,78.8,96.6,80.2,88.6,0.019,100,8.33,rain,67.8,1.8,97.4,8.4,,,4.1,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.6,4.0,1.6
india,2020-08-15,94.4,80.6,87.1,118.3,88.1,103.7,80.8,82.4,0.0,0,0.0,,62.3,1.9,172.4,14.9,,,4.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,7.3,7.0,1.6
india,2020-08-16,96.5,82.4,88.0,118.2,92.4,104.6,80.6,79.8,0.031,100,4.17,rain,63.9,2.1,197.0,17.0,,,4.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.6,7.0,1.5
india,2020-08-17,94.2,82.4,86.7,117.9,94.1,104.9,82.1,87.1,0.818,100,8.33,rain,65.8,1.5,207.4,17.9,,,4.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,8.1,7.0,1.5
india,2020-08-18,94.7,82.4,85.9,122.7,92.4,102.8,81.4,86.9,0.038,100,8.33,rain,61.1,1.9,170.7,14.7,,,4.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,7.0,1.5
india,2020-08-19,82.7,76.9,80.5,94.5,76.9,87.2,79.1,95.7,1.597,100,16.67,rain,77.0,1.3,40.1,3.5,,,4.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.0,1.0,1.7
india,2020-08-20,84.5,76.7,79.6,101.0,76.7,84.3,78.4,96.3,1.301,100,12.5,rain,74.7,1.2,82.3,7.1,,,4.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,5.0,1.6
india,2020-08-21,94.4,77.3,84.9,111.5,77.3,93.9,77.4,79.5,0.034,100,4.17,rain,66.0,2.2,193.4,16.6,,,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,7.0,1.6
india,2020-08-22,94.5,80.1,86.5,111.5,85.6,97.5,77.0,74.4,0.0,0,0.0,,51.9,2.3,194.1,16.8,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,12.1,6.0,1.5
india,2020-08-23,92.4,80.6,84.8,109.2,86.1,96.0,77.9,80.2,0.071,100,4.17,rain,54.9,2.1,178.1,15.4,,,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.1,7.0,1.4
india,2020-08-24,90.5,80.6,84.3,105.8,87.1,95.0,78.1,82.1,0.003,100,4.17,rain,60.7,1.8,156.3,13.5,,,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.3,7.0,1.4
india,2020-08-25,90.8,80.3,84.6,106.5,86.9,95.5,78.0,81.2,0.0,0,0.0,,59.7,2.2,189.3,16.4,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.0,7.0,1.4
india,2020-08-26,92.6,80.6,86.0,106.3,87.1,97.2,77.4,76.3,0.0,0,0.0,,57.9,2.2,184.5,15.9,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.8,6.0,1.3
india,2020-08-27,94.7,80.6,87.4,109.6,87.1,98.7,77.1,72.8,0.0,0,0.0,,56.5,2.5,149.4,12.9,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,7.3,7.0,1.3
india,2020-08-28,91.1,78.8,83.3,107.4,78.8,92.3,78.4,85.9,0.976,100,8.33,rain,59.2,1.8,203.5,17.6,,,4.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.4,8.0,1.3
india,2020-08-29,94.4,78.8,85.7,113.6,78.8,96.5,78.7,80.8,0.0,0,0.0,,61.3,1.4,226.1,19.4,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,1.3
india,2020-08-30,87.4,80.6,83.8,99.0,86.1,93.5,77.3,81.2,0.02,100,8.33,rain,72.8,1.9,201.0,17.4,,,4.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.5,7.0,1.3
india,2020-08-31,91.0,79.1,84.2,103.8,79.1,92.1,75.9,76.8,0.0,0,0.0,,68.4,2.2,196.5,16.9,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,6.0,1.3
india,2020-09-01,94.4,78.8,85.8,106.2,78.8,93.8,75.2,71.9,0.0,0,0.0,,44.7,2.4,189.9,16.4,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,7.8,6.0,1.2
india,2020-09-02,93.4,78.8,86.4,109.8,78.8,96.6,77.0,74.6,0.0,0,0.0,,65.3,2.2,215.2,18.7,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.5,8.0,1.2
india,2020-09-03,94.4,82.4,87.6,114.2,90.8,101.6,78.7,75.6,0.002,100,4.17,rain,67.3,1.8,186.4,16.3,,,4.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.5,8.0,1.3
india,2020-09-04,94.4,82.4,87.0,115.0,90.8,101.3,79.0,77.7,0.043,100,4.17,rain,61.6,1.7,214.2,18.4,,,4.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,1.3
india,2020-09-05,98.0,76.1,85.0,115.9,76.1,94.6,77.9,81.4,0.688,100,12.5,rain,67.4,1.8,176.5,15.3,,,4.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,12.3,8.0,1.3
india,2020-09-06,94.4,77.0,84.5,111.0,77.0,93.3,77.5,80.8,0.0,0,0.0,,58.3,1.8,195.2,17.0,,,4.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,7.0,1.3
india,2020-09-07,92.6,80.6,84.6,111.6,87.1,96.1,78.4,82.2,0.121,100,4.17,rain,55.5,1.6,217.7,18.8,,,4.6,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.7,8.0,1.3
india,2020-09-08,94.8,78.8,86.2,109.9,78.8,95.8,77.1,75.7,0.0,0,0.0,,48.3,1.7,215.4,18.8,,,4.6,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,1.3
india,2020-09-09,95.1,81.5,87.8,110.0,89.8,99.7,77.4,72.6,0.0,0,0.0,,39.6,1.8,220.7,19.0,,,4.6,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,8.0,1.2
india,2020-09-10,95.0,80.6,87.6,109.0,88.1,98.9,77.1,72.7,0.0,0,0.0,,40.0,1.6,229.8,19.8,,,4.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.2
india,2020-09-11,98.6,80.6,88.8,109.4,87.1,97.6,74.5,65.1,0.0,0,0.0,,34.6,2.0,226.6,19.5,,,4.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,7.0,1.1
india,2020-09-12,98.3,80.6,89.3,113.4,86.1,100.5,76.2,66.9,0.0,0,0.0,,26.8,2.0,240.0,20.7,,,4.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,4.7,8.0,1.0
india,2020-09-13,96.5,82.4,89.6,111.9,90.8,102.9,77.6,68.9,0.0,0,0.0,,45.1,1.7,226.7,19.7,,,4.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,7.0,1.0
india,2020-09-14,98.0,82.4,89.0,115.4,92.4,102.7,78.0,71.3,0.0,0,0.0,,43.2,1.7,220.4,19.2,,,4.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,8.0,0.9
india,2020-09-15,98.1,78.8,89.1,111.5,78.8,101.1,77.1,69.6,0.0,0,0.0,,44.3,1.8,242.8,20.9,,,4.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.4,8.0,0.9
india,2020-09-16,99.8,82.9,90.5,113.9,93.5,102.8,76.6,65.5,0.0,0,0.0,,42.6,2.0,225.8,19.5,,,4.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,0.8
india,2020-09-17,98.3,82.4,90.6,112.9,90.8,102.0,75.9,63.7,0.0,0,0.0,,32.4,2.1,238.9,20.8,,,4.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,12.8,8.0,0.8
india,2020-09-18,100.1,82.4,91.2,113.5,89.5,103.7,76.5,63.6,0.0,0,0.0,,36.6,2.0,223.4,19.2,,,4.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.3,8.0,0.8
india,2020-09-19,98.3,82.4,90.0,112.0,90.8,102.2,76.7,66.7,0.0,0,0.0,,38.2,2.1,232.8,20.1,,,4.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.0,8.0,0.7
india,2020-09-20,98.0,82.4,89.9,113.4,90.8,102.1,76.7,66.6,0.0,0,0.0,,34.5,2.1,246.4,21.1,,,4.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.4,8.0,0.7
india,2020-09-21,98.0,82.4,90.1,113.5,89.5,102.6,76.7,65.8,0.0,0,0.0,,37.6,1.9,233.5,20.2,,,4.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.0,8.0,0.7
india,2020-09-22,97.8,83.9,89.4,116.2,94.1,102.9,77.7,69.4,0.0,0,0.0,,50.3,1.9,194.5,16.8,,,4.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.2,7.0,1.0
india,2020-09-23,96.3,83.7,89.1,113.1,93.4,102.0,77.3,69.0,0.0,0,0.0,,46.0,2.2,213.3,18.4,,,3.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.6,8.0,1.1
india,2020-09-24,95.0,80.6,87.0,109.6,86.1,97.0,76.1,71.2,0.0,0,0.0,,52.1,2.1,223.3,19.3,,,3.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,1.0
india,2020-09-25,98.4,80.9,88.3,105.4,86.3,95.4,72.8,62.9,0.0,0,0.0,,29.8,2.1,243.3,21.0,,,3.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,8.0,0.9
india,2020-09-26,92.6,78.6,84.8,98.5,78.6,89.0,71.3,65.5,0.0,0,0.0,,50.7,1.9,222.8,19.2,,,4.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.2,7.0,0.9
india,2020-09-27,96.5,75.2,84.8,103.3,75.2,87.8,68.4,59.7,0.0,0,0.0,,33.1,2.3,240.7,20.9,,,4.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.5,8.0,0.9
india,2020-09-28,96.5,76.3,85.9,100.9,76.3,88.9,69.1,59.6,0.0,0,0.0,,11.9,2.2,243.7,21.1,,,4.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.5,8.0,0.8
india,2020-09-29,96.6,75.7,85.6,103.7,75.7,89.4,70.3,62.2,0.0,0,0.0,,14.8,2.2,238.1,20.6,,,4.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.5,8.0,0.8
india,2020-09-30,95.0,73.4,84.3,97.5,73.4,86.1,67.5,60.2,0.0,0,0.0,,0.1,2.1,243.9,21.2,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.2,8.0,0.8
india,2020-10-01,98.3,73.4,84.7,100.4,73.4,86.4,66.8,58.1,0.0,0,0.0,,3.4,1.9,241.7,20.9,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.4,8.0,0.8
india,2020-10-02,96.5,72.7,84.4,101.8,72.7,86.7,68.0,60.1,0.0,0,0.0,,0.0,2.2,242.7,20.9,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.4,8.0,0.8
india,2020-10-03,96.5,72.2,83.9,98.0,72.2,84.8,65.1,57.2,0.0,0,0.0,,0.0,2.1,242.4,20.8,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,0.7
india,2020-10-04,94.7,69.5,81.3,95.4,69.5,81.8,63.1,57.3,0.0,0,0.0,,1.3,2.0,243.3,20.9,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,0.7
india,2020-10-05,95.0,69.8,81.8,98.1,69.8,82.4,62.9,56.0,0.0,0,0.0,,0.0,2.2,242.3,20.8,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,13.9,8.0,0.7
india,2020-10-06,96.6,68.6,82.3,99.4,68.6,83.3,63.7,56.0,0.0,0,0.0,,0.0,2.0,241.0,20.7,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,8.0,0.7
india,2020-10-07,96.5,68.8,82.5,101.9,68.8,83.5,63.8,56.8,0.0,0,0.0,,1.3,2.2,238.4,20.5,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,10.3,8.0,0.7
india,2020-10-08,96.5,69.9,82.4,100.0,69.9,83.9,65.6,59.6,0.0,0,0.0,,0.0,1.7,236.5,20.4,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.4,8.0,0.7
india,2020-10-09,94.7,69.5,81.9,102.1,69.5,83.5,65.1,59.1,0.0,0,0.0,,0.3,1.8,233.2,20.1,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,4.7,8.0,0.7
india,2020-10-10,94.4,69.8,82.4,97.7,69.8,84.1,65.6,59.0,0.0,0,0.0,,0.3,1.7,227.9,19.7,,,4.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,0.7
india,2020-10-11,94.9,71.1,81.6,96.4,71.1,82.4,64.3,58.2,0.0,0,0.0,,14.8,2.1,229.0,19.8,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.1,8.0,0.7
india,2020-10-12,94.7,70.1,80.7,97.1,70.1,81.5,64.2,60.1,0.0,0,0.0,,2.0,1.7,225.7,19.5,,,4.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,3.4,8.0,0.7
india,2020-10-13,94.6,70.7,81.8,103.7,70.7,85.2,68.9,66.5,0.0,0,0.0,,16.3,1.6,213.7,18.3,,,4.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,4.7,7.0,0.7
india,2020-10-14,93.2,76.8,84.0,101.1,76.8,87.8,71.0,66.7,0.0,0,0.0,,43.2,1.3,192.5,16.5,,,4.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,4.7,7.0,0.7
india,2020-10-15,94.2,71.5,82.3,94.5,71.5,82.4,62.2,53.8,0.0,0,0.0,,23.3,1.6,216.1,18.7,,,4.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,4.9,8.0,0.7
