name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,severerisk,soilmoisture04,soilmoisture10,windspeed50,conditions,description,icon,stations,source,windspeed,uvindex,soilmoisture01
india,2025-12-04,72.5,44.7,56.9,72.5,44.7,56.7,44.4,66.2,0.0,0,0.0,,9.5,1.2,172.3,14.9,10.0,2.9,4.0,11.4,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-05,72.2,45.1,56.7,72.2,45.1,56.7,44.3,66.8,0.0,0,0.0,,3.3,1.3,169.2,14.6,10.0,2.9,4.0,7.8,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-06,74.9,46.4,58.7,74.9,43.5,58.3,44.8,64.6,0.0,0,0.0,,5.5,1.3,166.3,14.4,10.0,2.9,4.0,15.4,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-07,75.2,48.2,59.5,75.2,45.6,59.2,46.9,65.5,0.0,0,0.0,,16.0,1.4,166.0,14.3,10.0,2.9,4.0,14.3,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-08,77.6,50.0,61.5,77.6,48.8,61.4,46.6,61.6,0.0,0,0.0,,14.0,1.5,166.7,14.3,10.0,2.9,3.9,15.9,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-09,76.6,50.0,61.1,76.6,48.8,61.0,45.6,60.1,0.0,0,0.0,,0.0,1.7,169.2,14.7,10.0,2.9,4.0,15.0,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-10,75.2,50.0,61.1,75.2,48.4,61.1,46.5,61.5,0.0,0,0.0,,6.9,1.7,166.4,14.3,10.0,2.9,4.0,10.7,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-11,76.6,49.2,60.8,76.6,49.2,60.8,49.0,68.6,0.0,0,0.0,,0.0,1.6,164.4,14.2,10.0,2.9,3.9,9.8,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-12,75.2,49.8,60.8,75.2,49.8,60.8,49.0,68.9,0.0,0,0.0,,2.8,1.2,162.9,14.2,10.0,2.9,3.9,5.8,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-13,76.5,49.4,61.9,76.5,49.4,61.9,51.6,72.7,0.0,0,0.0,,19.3,0.6,157.9,13.6,10.0,2.9,3.9,4.7,Clear,Clear conditions throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-14,75.2,50.7,61.3,75.2,50.7,61.3,55.2,82.2,0.0,0,0.0,,18.8,0.5,154.3,13.3,10.0,2.9,3.9,4.5,Clear,Clear conditions throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-15,72.7,50.9,58.7,72.7,50.9,58.7,53.2,83.8,0.0,0,0.0,,26.0,1.1,163.9,14.1,10.0,2.9,3.9,9.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,remote,INM00042139",obs,,,
india,2025-12-16,74.9,48.2,60.0,74.9,45.3,59.8,50.0,73.1,0.0,0,0.0,,0.5,1.2,164.2,14.1,10.0,2.8,3.9,14.3,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-17,74.9,49.0,60.2,74.9,47.2,60.1,51.1,74.0,0.0,0,0.0,,0.0,1.2,163.5,14.1,10.0,2.8,3.9,13.6,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-18,66.2,50.0,56.6,66.2,50.0,56.6,53.4,90.0,0.0,0,0.0,,19.1,0.4,153.3,13.4,10.0,2.9,3.9,11.4,Clear,Clear conditions throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-19,68.3,50.0,55.9,68.3,48.4,55.8,52.1,88.2,0.0,0,0.0,,34.2,0.4,160.3,13.8,10.0,2.8,3.9,11.9,Partially cloudy,Clearing in the afternoon.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-20,61.8,46.1,53.4,61.8,46.1,53.4,50.6,90.6,0.0,0,0.0,,22.5,0.4,151.4,13.2,10.0,2.8,3.9,7.2,Partially cloudy,Clearing in the afternoon.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-21,62.7,52.3,55.9,62.7,52.3,55.9,52.9,90.2,0.0,0,0.0,,19.1,0.5,114.4,9.9,10.0,2.8,3.9,5.6,Clear,Clear conditions throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-22,69.8,51.8,57.8,69.8,51.8,57.8,52.8,85.1,0.0,0,0.0,,20.7,0.5,114.7,9.9,10.0,2.8,3.9,7.2,Partially cloudy,Partly cloudy throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-23,72.2,49.1,58.1,72.2,49.1,58.0,53.0,85.0,0.0,0,0.0,,11.3,0.5,161.2,13.8,10.0,2.8,3.9,15.9,Clear,Clear conditions throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-24,71.6,49.0,58.2,71.6,46.3,58.0,48.8,75.3,0.0,0,0.0,,11.3,1.7,164.4,14.3,10.0,2.8,3.8,13.4,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-25,70.4,47.1,57.5,70.4,47.1,57.5,46.1,68.6,0.0,0,0.0,,4.6,2.0,165.2,14.4,10.0,2.8,3.9,6.9,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-26,70.9,48.2,57.8,70.9,47.3,57.8,48.7,74.5,0.0,0,0.0,,18.3,1.1,144.7,12.5,10.0,2.8,3.8,6.3,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-27,70.2,48.2,57.0,70.2,47.3,56.8,49.7,78.7,0.0,0,0.0,,33.7,0.8,150.7,13.0,10.0,2.8,3.8,9.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-28,70.4,46.0,56.9,70.4,46.0,56.9,49.9,80.0,0.0,0,0.0,,7.6,0.8,156.2,13.5,10.0,2.8,3.8,7.4,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-29,66.2,48.2,55.3,66.2,48.2,55.3,51.8,89.3,0.0,0,0.0,,36.8,0.3,137.7,12.0,10.0,2.8,3.8,8.5,Partially cloudy,Clearing in the afternoon.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-30,67.3,48.7,55.0,67.3,48.7,55.0,50.0,85.3,0.0,0,0.0,,34.8,0.6,147.1,12.6,10.0,2.8,3.8,8.1,Partially cloudy,Clearing in the afternoon.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2025-12-31,55.6,46.6,51.8,55.6,46.6,51.6,50.0,93.8,0.0,0,0.0,,43.6,0.4,134.1,11.6,10.0,2.8,3.8,9.6,Partially cloudy,Partly cloudy throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-01,62.0,51.8,55.2,62.0,51.8,55.2,51.9,88.9,0.008,100,8.33,rain,48.8,0.7,102.5,8.8,10.0,2.8,3.8,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-02,62.2,51.8,56.3,62.2,51.8,56.3,50.4,81.4,0.0,0,0.0,,58.5,1.2,135.3,11.6,10.0,2.8,3.8,8.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-03,62.2,46.4,53.9,62.2,45.2,53.7,47.9,81.1,0.0,0,0.0,,71.5,1.2,121.5,10.4,10.0,2.8,3.8,6.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-04,61.6,47.2,53.1,61.6,46.1,52.9,48.0,83.7,0.0,0,0.0,,66.6,1.2,128.5,11.1,10.0,2.8,3.8,7.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,VIDD,INM00042139",obs,,,
india,2026-01-05,62.5,47.8,53.2,62.5,45.2,52.7,47.3,81.0,0.0,0,0.0,,31.2,1.3,165.8,14.3,10.0,2.7,3.7,10.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,VIDD,INM00042139",obs,,,
india,2026-01-06,57.8,46.4,50.6,57.8,43.9,49.6,48.0,91.2,0.0,0,0.0,,39.3,0.5,161.6,13.9,10.0,2.8,3.7,9.6,Partially cloudy,Partly cloudy throughout the day.,fog,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-07,59.9,46.9,51.2,59.9,45.5,50.3,46.7,85.7,0.0,0,0.0,,34.2,0.9,168.2,14.7,10.0,2.8,3.7,9.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,VIDD,INM00042139",obs,,,
india,2026-01-08,60.2,44.6,50.1,60.2,40.6,49.3,44.5,82.7,0.0,0,0.0,,26.5,0.9,141.0,12.2,10.0,2.7,3.7,8.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-09,65.8,42.0,53.2,65.8,40.0,52.7,45.8,78.1,0.0,0,0.0,,42.6,0.8,135.6,11.7,10.0,2.7,3.7,7.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-10,66.1,41.0,51.0,66.1,39.1,50.5,43.7,79.5,0.0,0,0.0,,11.0,1.2,171.7,14.7,10.0,2.7,3.7,10.7,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-11,63.0,41.0,49.1,63.0,35.8,47.3,42.3,80.6,0.0,0,0.0,,6.1,1.1,177.3,15.4,10.0,2.7,3.7,10.5,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-12,66.4,39.2,49.7,66.4,35.8,49.2,38.8,72.1,0.0,0,0.0,,3.0,1.3,179.3,15.5,10.0,2.7,3.7,10.1,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-13,68.4,39.2,52.0,68.4,39.2,52.0,41.8,72.1,0.0,0,0.0,,18.6,1.1,178.6,15.6,10.0,2.7,3.7,10.7,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-14,64.0,41.0,49.7,64.0,37.9,49.0,42.3,78.4,0.0,0,0.0,,2.4,0.8,178.0,15.4,10.0,2.7,3.7,9.6,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-15,64.3,38.3,49.3,64.3,36.9,48.7,43.6,82.9,0.0,0,0.0,,11.4,0.8,142.7,12.3,10.0,2.7,3.7,11.0,Clear,Clear conditions throughout the day.,clear-day,"INI0000VIDP,INI0000VIDD,VIDP,INM00042139",obs,,,
india,2026-01-16,67.9,40.9,53.4,67.9,39.0,52.8,42.1,70.1,0.0,0,0.0,,20.6,1.2,176.4,15.4,10.0,2.7,3.6,7.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"INI0000VIDP,VIDP",obs,,,
india,2026-01-17,75.1,46.3,58.4,75.1,46.3,58.3,46.8,70.8,0.0,0,0.0,,64.9,0.8,154.2,13.1,10.0,2.7,3.6,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP,obs,,,
india,2026-01-18,71.5,48.1,59.2,71.5,47.2,59.0,51.3,77.3,0.0,0,0.0,,45.5,0.8,171.9,14.9,10.0,2.7,3.6,6.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP,obs,,,
india,2026-01-19,75.1,53.5,61.8,75.1,53.5,61.8,48.9,67.4,0.0,0,0.0,,20.8,1.0,159.7,13.8,10.0,2.7,3.6,7.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP,obs,,,
india,2026-01-20,75.1,46.3,59.4,75.1,46.3,59.3,48.9,72.9,0.0,0,0.0,,9.3,1.2,159.6,13.7,10.0,2.6,3.6,9.2,Clear,Clear conditions throughout the day.,clear-day,VIDP,obs,,,
india,2026-01-21,71.5,49.9,58.9,71.5,48.3,58.8,47.9,70.8,0.0,0,0.0,,0.0,1.3,165.8,14.4,10.0,2.6,3.6,8.7,Clear,Clear conditions throughout the day.,clear-day,VIDP,obs,,,
india,2026-01-22,76.9,46.3,62.0,76.9,46.3,62.0,48.9,66.1,0.0,0,0.0,,16.7,1.4,165.0,14.3,10.0,2.6,3.6,14.3,Clear,Clear conditions throughout the day.,clear-day,VIDP,obs,,,
india,2026-01-23,64.3,57.1,60.1,64.3,57.1,60.1,54.2,82.1,0.158,100,41.67,rain,89.7,1.6,68.3,6.0,10.0,2.6,3.6,19.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VIDP,remote",obs,,,
india,2026-01-24,62.5,49.9,54.7,62.5,46.2,54.1,37.7,55.2,0.0,0,0.0,,48.3,2.5,166.8,14.4,10.0,2.7,3.6,12.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP,obs,,,
india,2026-01-25,60.7,42.7,52.9,60.7,37.9,51.4,38.4,60.1,0.0,0,0.0,,25.8,5.3,172.1,15.0,10.0,2.8,3.6,11.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIDP,remote",comb,,,
india,2020-01-01,67.3,38.7,51.9,67.3,38.6,51.6,45.2,80.8,0.0,0,0.0,,28.1,0.6,154.6,13.2,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,6.0,1.1
india,2020-01-02,71.1,43.5,57.1,71.1,43.5,57.1,48.2,76.3,0.0,0,0.0,,30.9,0.7,153.9,13.3,,,4.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,5.8,6.0,1.1
india,2020-01-03,71.6,48.8,59.5,71.6,48.8,59.5,51.1,77.3,0.0,0,0.0,,32.7,0.9,147.8,12.5,,,4.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,6.0,1.1
india,2020-01-04,70.1,48.9,57.7,70.1,48.9,57.7,50.2,78.0,0.0,0,0.0,,25.0,0.7,148.3,12.9,,,4.7,,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,6.0,1.1
india,2020-01-05,68.4,47.4,57.5,68.4,47.4,57.5,47.9,73.1,0.0,0,0.0,,44.2,1.0,161.5,13.9,,,4.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,6.0,1.1
india,2020-01-06,66.1,51.8,57.9,66.1,51.8,57.9,49.9,76.8,0.0,0,0.0,,68.8,0.8,72.7,6.4,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,3.0,1.1
india,2020-01-07,64.4,55.4,59.3,64.4,55.4,59.3,54.1,83.6,0.137,100,4.17,rain,70.5,1.0,101.4,8.7,,,4.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,5.0,1.1
india,2020-01-08,57.6,51.8,55.5,57.6,51.8,55.5,54.0,94.8,0.686,100,12.5,rain,76.5,0.7,60.2,5.3,,,4.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,3.0,1.4
india,2020-01-09,57.3,46.4,51.6,57.3,43.7,50.2,48.2,89.1,0.0,0,0.0,,38.5,0.7,172.6,15.0,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,10.3,6.0,1.4
india,2020-01-10,62.7,42.8,51.3,62.7,38.5,50.1,46.2,84.6,0.0,0,0.0,,30.6,0.5,176.2,15.3,,,4.9,,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,9.6,7.0,1.4
india,2020-01-11,66.2,44.5,53.7,66.2,43.5,53.4,45.5,76.9,0.0,0,0.0,,29.7,1.1,154.7,13.3,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.3
india,2020-01-12,71.3,47.0,56.9,71.3,45.7,56.7,47.7,74.8,0.0,0,0.0,,24.6,0.9,169.0,14.5,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,6.0,1.3
india,2020-01-13,69.8,49.1,59.0,69.8,49.1,59.0,52.3,80.1,0.033,100,4.17,rain,57.9,0.8,128.5,11.1,,,4.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,11.9,5.0,1.4
india,2020-01-14,61.1,50.0,55.9,61.1,47.7,55.8,52.8,89.7,0.0,0,0.0,,35.5,0.9,93.5,7.9,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,5.0,1.5
india,2020-01-15,66.5,46.6,55.7,66.5,45.8,55.7,50.9,85.2,0.0,0,0.0,,30.0,0.9,168.1,14.6,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,7.0,1.4
india,2020-01-16,59.5,46.4,54.0,59.5,44.2,53.8,51.1,90.1,0.159,100,16.67,rain,62.8,0.6,110.9,9.8,,,4.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,5.0,1.5
india,2020-01-17,62.1,52.4,55.3,62.1,52.4,55.3,52.7,91.4,0.086,100,8.33,rain,62.8,0.6,111.9,9.5,,,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,4.0,1.6
india,2020-01-18,61.8,51.0,54.6,61.8,51.0,54.6,50.9,88.2,0.0,0,0.0,,48.0,0.5,117.7,10.3,,,5.1,,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,6.0,1.5
india,2020-01-19,60.5,46.2,50.8,60.5,41.1,49.0,48.4,92.1,0.0,0,0.0,,28.0,0.5,165.9,14.3,,,5.3,,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.5,7.0,1.5
india,2020-01-20,59.5,46.4,51.9,59.5,42.9,50.5,50.4,94.8,0.0,0,0.0,,50.5,0.5,150.6,13.0,,,5.3,,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,6.0,1.4
india,2020-01-21,67.5,50.6,56.5,67.5,50.6,56.5,52.5,87.7,0.0,0,0.0,,54.6,0.5,159.2,13.8,,,5.2,,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,6.0,1.4
india,2020-01-22,61.6,46.9,52.9,61.6,45.6,52.4,50.8,92.9,0.0,0,0.0,,47.5,0.4,181.2,15.7,,,5.3,,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.4
india,2020-01-23,67.6,48.2,55.6,67.6,44.5,54.6,44.7,70.4,0.0,0,0.0,,8.8,1.3,190.6,16.5,,,5.2,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.9,7.0,1.3
india,2020-01-24,68.5,42.8,55.4,68.5,38.0,54.1,42.8,66.2,0.0,0,0.0,,23.2,1.7,191.9,16.6,,,5.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,7.0,1.3
india,2020-01-25,67.1,44.5,56.2,67.1,44.5,56.2,44.7,69.0,0.0,0,0.0,,15.9,1.4,187.1,16.3,,,5.2,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,7.6,7.0,1.3
india,2020-01-26,72.0,46.3,57.6,72.0,46.3,57.5,47.8,73.6,0.0,0,0.0,,8.1,0.9,184.4,16.1,,,5.2,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.3
india,2020-01-27,71.6,50.6,60.3,71.6,50.6,60.3,50.5,72.6,0.0,0,0.0,,46.9,0.9,122.9,10.7,,,5.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,5.0,1.2
india,2020-01-28,70.1,55.4,60.5,70.1,55.4,60.5,56.7,88.2,0.344,100,25.0,rain,72.7,0.9,134.2,11.8,,,5.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,5.0,1.4
india,2020-01-29,68.1,51.8,58.6,68.1,51.8,58.6,52.6,83.1,0.17,100,4.17,rain,46.4,1.0,148.1,12.8,,,5.1,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.3,6.0,1.4
india,2020-01-30,67.0,48.2,57.2,67.0,45.0,57.0,51.2,82.2,0.0,0,0.0,,6.4,0.9,190.1,16.3,,,5.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,7.0,1.4
india,2020-01-31,65.7,44.6,54.3,65.7,41.3,53.7,47.6,80.4,0.0,0,0.0,,5.6,1.3,187.9,16.2,,,5.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.3,7.0,1.3
india,2020-02-01,66.4,45.6,55.3,66.4,45.6,55.2,47.3,76.2,0.0,0,0.0,,21.2,1.1,182.4,15.6,,,5.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.3
india,2020-02-02,65.3,44.6,53.7,65.3,41.3,53.4,47.1,80.6,0.0,0,0.0,,34.0,0.9,200.2,17.2,,,5.1,,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,7.0,1.3
india,2020-02-03,69.8,44.1,56.5,69.8,43.2,56.4,45.0,70.4,0.0,0,0.0,,0.1,1.3,203.3,17.7,,,5.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,7.8,7.0,1.3
india,2020-02-04,70.6,45.6,58.3,70.6,45.6,58.3,46.2,67.7,0.0,0,0.0,,11.3,1.1,199.5,17.3,,,5.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.2
india,2020-02-05,69.6,47.6,57.7,69.6,46.3,57.4,48.8,75.0,0.0,0,0.0,,18.6,1.1,198.1,17.2,,,5.1,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,10.3,7.0,1.2
india,2020-02-06,66.2,45.6,55.3,66.2,44.2,55.0,46.2,75.2,0.0,0,0.0,,16.0,1.3,203.6,17.6,,,5.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,7.0,1.2
india,2020-02-07,66.6,45.5,55.5,66.6,45.5,55.5,46.5,74.0,0.0,0,0.0,,3.9,1.0,184.3,16.0,,,5.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,9.2,7.0,1.1
india,2020-02-08,69.0,47.7,56.6,69.0,46.3,56.2,47.2,73.7,0.0,0,0.0,,2.3,1.0,208.0,18.0,,,5.0,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,8.0,1.1
india,2020-02-09,71.0,46.3,57.6,71.0,46.3,57.5,48.3,75.1,0.0,0,0.0,,19.3,1.0,211.5,18.3,,,4.9,,Clear,Clear conditions throughout the day.,wind,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,38.2,8.0,1.1
india,2020-02-10,68.9,44.6,56.1,68.9,43.2,55.8,47.2,74.8,0.0,0,0.0,,30.0,0.8,214.0,18.6,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,8.0,1.1
india,2020-02-11,72.0,45.9,58.8,72.0,45.9,58.8,48.0,71.8,0.0,0,0.0,,11.9,0.9,214.2,18.6,,,4.9,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,8.0,1.0
india,2020-02-12,75.1,50.0,61.0,75.1,48.4,60.9,52.4,76.6,0.0,0,0.0,,7.9,0.8,209.3,18.1,,,4.8,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,8.0,1.0
